Cluster,Modality,Feature,Score,SHAP Value
C3,Niche,CD79A,0.454937417278967,0.0867282234400521
C3,Niche,MMP9,0.4040113672157911,0.03837018925021379
C3,Niche,P2RY10,0.45348782319061587,0.08535172712040995
C4,RNA,C1QA,0.6562905610171902,0.4069553240305491
C4,RNA,S100A9,0.368720114693362,0.00656866065248185
C4,RNA,ACKR1,0.3768610626142518,0.017903368430864486
C4,RNA,RGS13,0.8163385285060639,0.6297914064670278
C4,RNA,CR2,0.9999999999999999,0.8855047619338683
C4,RNA,DYTN,0.711096120816498,0.4832615491768628
C4,RNA,FSTL1,0.3830157939579043,0.02647265076907268
C4,RNA,STAP1,0.42063772807816907,0.07885397459704258
C4,RNA,FDCSP,0.940024853654886,0.8020008795366815
C4,RNA,PLAC8,0.37860435284417204,0.020330565548579926
C4,RNA,FABP4,0.5922263693445502,0.3177582306792499
C4,RNA,PAX5,0.36400229352607627,0.0
C4,RNA,GFRA1,0.3867027163649362,0.031605982721491066
C4,RNA,CD163,0.56849646213565,0.2847188885246543
C4,RNA,RNASE1,0.5323818488150659,0.23443621966397865
C4,RNA,TCL1A,0.40656750782810736,0.059263892893817394
C4,RNA,ELL3,0.4006533453529915,0.051029556541253185
C4,RNA,P2RX5,0.37073144635931665,0.009369054034252922
C4,RNA,SOCS3,0.5139613509331732,0.2087892111518851
C4,RNA,FCER2,0.425750419941187,0.08597241691989788
C4,Protein,ADAM28,0.4891202834742405,0.2395514448323155
C4,Protein,APOD,0.5612822317247332,0.3469650835227557
C4,Protein,C1QA,0.7673666615089121,0.6537234099986766
C4,Protein,C7,0.6108955974584579,0.4208149763033676
C4,Protein,CD163,0.4788124396760964,0.22420813667261952
C4,Protein,CLU,0.9611031914870765,0.9421017885864815
C4,Protein,CR2,0.7991999257586295,0.7011074791286716
C4,Protein,FABP4,0.8548314708503147,0.7839154801478012
C4,Protein,FCRLA,0.4600651722146007,0.19630267870809737
C4,Protein,FDCSP,0.9999999999999999,1.0
C4,Protein,FSTL1,0.4949876521201161,0.2482850701164332
C4,Protein,GZMB,0.4592853180255976,0.19514185949354357
C4,Protein,MDK,0.5838408749523762,0.38054380488140527
C4,Protein,P2RY10,0.511055582875755,0.27220231390672156
C4,Protein,RGS13,0.9731619485036356,0.9600513451136452
C4,Protein,RNASE1,0.5136876947827435,0.2761202335891094
C4,Protein,SH2D1A,0.5230916535332067,0.2901181016064156
C4,Protein,SPAG16,0.47567927305594915,0.21954439303136952
C4,Protein,SPOCK2,0.6174253178245835,0.43053451743496174
C4,Protein,TCL1A,0.5062433645274586,0.2650392883025743
C4,Niche,C1QA,0.4326739800989307,0.09330616197011266
C4,Niche,C1QC,0.4390459609450939,0.1020784395665062
C4,Niche,RGS13,0.6076990268869266,0.33426236284610267
C4,Niche,CR2,1.0,0.874341361915185
C4,Niche,EFEMP1,0.49478779483017504,0.17881797353205775
C4,Niche,LAMP3,0.4650650470542263,0.1378987993045947
C4,Niche,FDCSP,0.6427940697236958,0.38257755171030616
C4,Niche,TNXB,0.43054383940368035,0.0903736067805655
C4,Niche,NUGGC,0.40147161851698043,0.0503500100186004
C4,Niche,FABP4,0.6289593395793929,0.36353134045716096
C4,Niche,LMO2,0.4988489963314076,0.18440901151597677
C4,Niche,KRT8,0.5148945762476478,0.20649888978438524
C4,Niche,HVCN1,0.4850535901553653,0.16541693739445562
C4,Niche,RNASE1,0.5227861346252525,0.21736316298730574
C4,Niche,ELL3,0.4760775940629086,0.15305972362872589
C4,Niche,SOCS3,0.5041607082541821,0.19172162161691708
C4,Niche,FCER2,0.5990469547217286,0.3223510937055424
C4,Niche,CD209,0.40746816760642823,0.0586054323908618
C4,Niche,ZFP36,0.39878166086233174,0.046646757319193766
C4,Niche,CHRDL1,0.397564302084593,0.044970824922259234
C5,RNA,S100A2,0.3217729032324689,0.08895988933346449
C5,RNA,PIGR,0.3784609825773016,0.1496411710308888
C5,RNA,ACTG2,0.4861901312187554,0.26495893962153755
C5,RNA,NEK10,0.41694168587903563,0.19083251891133834
C5,RNA,TM4SF1,0.29969093135705943,0.06532242672593191
C5,RNA,APOD,0.43909926329196475,0.21455091283588035
C5,RNA,S100P,0.334594622476799,0.10268479175214912
C5,RNA,STC2,0.3067545518552099,0.07288362037027157
C5,RNA,ELOVL2,0.32022380618157964,0.08730167131641281
C5,RNA,PEG10,0.35063012079732375,0.11984985717670271
C5,RNA,SLC30A8,0.5122112398278782,0.2928130182891964
C5,RNA,SLC1A1,0.369215820491024,0.13974476438985323
C5,RNA,TNC,0.3236281716915039,0.09094584598057948
C5,RNA,TCN1,0.5085044661898968,0.2888451333667476
C5,RNA,MUCL1,0.3281711190082692,0.09580880604292841
C5,RNA,FSIP1,0.3373636116276938,0.10564883309248918
C5,RNA,KRT14,1.0,0.8149624279523404
C5,RNA,KRT17,0.7760002738024342,0.5751837894337042
C5,RNA,DTNA,0.46546026537273527,0.24276882763520113
C5,RNA,NIBAN3,0.35131937180121964,0.12058766016475636
C5,Protein,ACADSB,0.23309416752382267,0.04635523762492599
C5,Protein,ACTG2,0.33505269886477107,0.1731403203238121
C5,Protein,AGTR1,0.2568597979912179,0.07590771729064416
C5,Protein,APOD,1.0,1.0
C5,Protein,CXCL10,0.2297982947303356,0.04225683115327994
C5,Protein,DTNA,0.2835547569157787,0.10910280680773421
C5,Protein,GMNN,0.2453758941645486,0.061627522419049674
C5,Protein,IGHA1,0.3179229900106341,0.15183958633798073
C5,Protein,KRT14,0.6467168877256532,0.5606936661725526
C5,Protein,KRT17,0.6135257832058267,0.5194206419727276
C5,Protein,MUCL1,0.2519269464370346,0.06977373336587489
C5,Protein,NEK10,0.37486196077593203,0.2226430004547204
C5,Protein,PIGR,0.2694548340985322,0.0915696013278064
C5,Protein,S100P,0.25482156284639795,0.07337317890531153
C5,Protein,SLC1A1,0.26190442539459974,0.08218069409906908
C5,Protein,SLC30A8,0.4919901792527363,0.36829153688073274
C5,Protein,SPP1,0.2498321159254099,0.06716881883676762
C5,Protein,TACSTD2,0.24452841090671248,0.060573679905652045
C5,Protein,TCN1,0.38025088525002093,0.2293441094852211
C5,Protein,TM4SF1,0.32382106837307745,0.1591738264757313
C5,Niche,ACTG2,0.6203410131437258,0.2716144689735131
C5,Niche,ZNF385B,0.30414963602326395,0.004833642591581533
C5,Niche,FBLN2,0.4265280237610677,0.10808822122463979
C5,Niche,MYLK,0.36347977398966586,0.054892386698320805
C5,Niche,TM4SF1,0.4412540339449287,0.12051302926949187
C5,Niche,APOD,0.6708290513240868,0.31421284933044386
C5,Niche,S100P,0.3010822390898277,0.002245581221293813
C5,Niche,SPP1,0.40037225680915883,0.08601976007421108
C5,Niche,HPGD,0.29842075314862954,0.0
C5,Niche,ELOVL2,0.3233169103732906,0.021005687943220552
C5,Niche,CA2,0.4089261936325464,0.09323699147167824
C5,Niche,SLC30A8,0.5657822718763279,0.22558150560105145
C5,Niche,COL14A1,0.3373312712844337,0.032830054626265814
C5,Niche,TPM2,0.3571876546660047,0.0495835234138533
C5,Niche,TNC,0.4322762289568255,0.11293816667951834
C5,Niche,TCN1,0.3301691622567332,0.02678715306946755
C5,Niche,KRT14,0.9678837569266782,0.5648474509537158
C5,Niche,KRT17,1.0000000000000002,0.5919449573607916
C5,Niche,DTNA,0.695713917631516,0.33520901076393744
C5,Niche,MYL9,0.40128796194737526,0.0867923699275231
C6,RNA,ITPRID2,0.6857831445902378,0.43416982478300437
C6,RNA,LTF,0.7467152492416794,0.5410521269829871
C6,RNA,CPB1,0.7048726414774886,0.4676551177467112
C6,RNA,CXCL11,0.7466570411170619,0.5409500228721662
C6,RNA,BMPR1B,0.8268854717052541,0.6816804212756065
C6,RNA,SYNPO2,0.6289405138943838,0.3344609559259273
C6,RNA,MZB1,0.8103664013528351,0.6527039682288918
C6,RNA,AGR3,0.5929844426841842,0.2713896458013769
C6,RNA,SFRP4,0.7940615252383875,0.6241032378558526
C6,RNA,INHBA,0.6313332371526381,0.33865808274162834
C6,RNA,PEG10,0.6538977713085511,0.3782390125724686
C6,RNA,CLU,0.9597969169979848,0.914823217554809
C6,RNA,MTBP,0.7393413620722475,0.5281174344864732
C6,RNA,GFRA1,0.7613877515306808,0.5667894756705787
C6,RNA,KRT7,0.6183301114013895,0.3158490229850417
C6,RNA,DHRS2,0.705911001907263,0.4694765278864481
C6,RNA,IGHA1,0.8011633582482937,0.6365607143582772
C6,RNA,FSIP1,1.0,0.9853443014952554
C6,RNA,COMP,0.6180886720131836,0.31542550901320676
C6,RNA,WFDC2,0.6664768906900689,0.40030431372751796
C6,Protein,AEBP1,0.8407366827206864,0.7232804819392042
C6,Protein,AGR3,0.6800769809259786,0.44413475012920167
C6,Protein,AIMP1,0.8779441074434892,0.7879282665858114
C6,Protein,ANKRD50,0.5782174959895996,0.2671542120930477
C6,Protein,ARHGAP29,0.7300241833419571,0.5309178588647485
C6,Protein,COMP,0.8303929502773204,0.7053082790140439
C6,Protein,CPB1,0.5774233559788227,0.2657743962961081
C6,Protein,CXCL11,0.6037242139397941,0.31147205514106036
C6,Protein,DCN,0.591184773432918,0.2896848162897603
C6,Protein,DHRS2,0.8004288711392287,0.6532457847757347
C6,Protein,FSIP1,0.6816594576319686,0.4468842984803516
C6,Protein,IGHA1,0.8960033920074413,0.8193062173055954
C6,Protein,INHBA,0.5910524064978036,0.28945482915199516
C6,Protein,LTF,0.8665717255677304,0.7681687884735717
C6,Protein,MZB1,0.6506263572751367,0.392964383201843
C6,Protein,PLA2G2D,0.6729301696530688,0.4317171877871928
C6,Protein,REPS2,0.6957621352424923,0.4713876569336153
C6,Protein,SFRP4,1.0,1.0
C6,Protein,TACSTD2,0.6034341405249151,0.31096805348557055
C6,Protein,TMEM64,0.8308908760339978,0.7061734234664616
C6,Niche,COL11A1,0.6562436989549456,0.14825481439595023
C6,Niche,SERPINE2,0.5493197147231921,0.0
C6,Niche,HTR2B,0.750315121713538,0.27868898612312343
C6,Niche,SFRP2,0.620267891012509,0.0983727718629116
C6,Niche,MZB1,0.8271084907763456,0.3851663752612773
C6,Niche,PLN,0.5812678268057636,0.04429746479364771
C6,Niche,SFRP4,0.8934560254670701,0.47716015487841523
C6,Niche,INHBA,1.0000000000000002,0.6248880690866057
C6,Niche,CA2,0.5819350357026988,0.04522257932140472
C6,Niche,COL5A1,0.5587027562351317,0.013010000401846078
C6,Niche,C11orf96,0.5593182183231517,0.013863365699470775
C6,Niche,MDK,0.6529007311083002,0.14361964221080403
C6,Niche,MS4A7,0.5595699932239152,0.014212462690669225
C6,Niche,MUCL1,0.6483780289478198,0.13734871642939206
C6,Niche,ITGBL1,0.7054259501104987,0.21644817221955603
C6,Niche,IGHA1,0.86829165672008,0.4422686490597576
C6,Niche,COMP,0.6965867169340115,0.2041921860308794
C6,Niche,WFDC2,0.6321416510999786,0.11483626329187258
C6,Niche,TFF3,0.678904881473136,0.17967554223700422
C6,Niche,TIMP3,0.6226552087298711,0.10168289304512035
C7,RNA,TENT5C,0.28278822354335803,0.11504123880385761
C7,RNA,ZNF385B,0.28917296791979336,0.12291929610771143
C7,RNA,IGFBP5,0.4246060073961633,0.29002845239090036
C7,RNA,LTF,0.3178537675169113,0.15830818083430617
C7,RNA,CPB1,0.6704007781584647,0.5933115871393798
C7,RNA,AREG,0.2906717138681058,0.12476858024010398
C7,RNA,SPP1,0.329457794487468,0.1726262465296082
C7,RNA,MZB1,0.5362282872674692,0.42775780620160375
C7,RNA,PEG10,0.3195895264976037,0.16044991242281623
C7,RNA,CA2,1.0,1.0
C7,RNA,SLC30A8,0.28390466663401986,0.11641880415748199
C7,RNA,SLC1A1,0.4482676433541715,0.31922425303534074
C7,RNA,MS4A1,0.32534513461954484,0.1675516862652476
C7,RNA,POU2AF1,0.3465992111945136,0.19377682909415841
C7,RNA,CD163,0.2843064756829111,0.1169145913849324
C7,RNA,DHRS2,0.37879554967386664,0.23350349386883038
C7,RNA,SERPINA6,0.6190580579977959,0.5299604382579413
C7,RNA,IGHA1,0.4694670805024877,0.34538197694990835
C7,RNA,PYDC1,0.33563959631824913,0.18025389553051505
C7,RNA,CD79A,0.6048791749616075,0.5124652894347557
C7,Protein,ADCY1,0.4851890249506743,0.17380593202589542
C7,Protein,AGR3,0.456770569132028,0.14998388008507377
C7,Protein,AIMP1,0.7552057607101132,0.40015013401916544
C7,Protein,ARHGAP29,0.5066241477028901,0.19177413588678696
C7,Protein,CA2,0.7205834130276442,0.37112760830319025
C7,Protein,CPB1,0.48459220146268983,0.17330563882836922
C7,Protein,DHRS2,0.6263870289681801,0.2921665567941981
C7,Protein,IGFBP5,0.7296015745302332,0.378687171465114
C7,Protein,IGHA1,0.6934513590192181,0.3483838954155314
C7,Protein,LTF,0.5685908159709385,0.2437183090502195
C7,Protein,MZB1,1.0000000000000002,0.6053513286369036
C7,Protein,NPY1R,0.4581530204367083,0.15114273357788535
C7,Protein,POU2AF1,0.47549187821694217,0.16567720277181805
C7,Protein,PYDC1,0.557678301277482,0.23457078557141267
C7,Protein,SDK2,0.6575818142137182,0.31831589436356744
C7,Protein,SERPINA6,0.4675804659117086,0.1590453830817112
C7,Protein,SLC1A1,0.5242673952039439,0.20656376277774238
C7,Protein,SQLE,0.5149736563537645,0.19877319417590641
C7,Protein,SYNPO2,0.436930817703756,0.13335301203111058
C7,Protein,TMEM64,0.6293459116767376,0.29464686951843155
C7,Niche,TENT5C,0.46504748108000354,0.09630423638907556
C7,Niche,IGFBP5,0.3408793283936043,0.008299911289080697
C7,Niche,CPB1,0.3526475991586746,0.016640687114985814
C7,Niche,SPP1,0.41422749220043553,0.06028550915366984
C7,Niche,DAB2,0.32937791359944213,0.00014826994823141648
C7,Niche,MZB1,0.7746825217964224,0.3157584377765993
C7,Niche,COL12A1,0.32916871472711523,0.0
C7,Niche,TFPI2,0.3732067194480624,0.031211987940300917
C7,Niche,CA2,1.0,0.4754524669905059
C7,Niche,SLC1A1,0.4709804236918817,0.10050921648356101
C7,Niche,MS4A1,0.37002683731687463,0.028958242718210986
C7,Niche,POU2AF1,0.6207606457600403,0.2066661260554263
C7,Niche,DHRS2,0.6376263985960883,0.21861974832915373
C7,Niche,SERPINA6,0.3729511893138078,0.0310308806553711
C7,Niche,IGHA1,0.5031465097939404,0.123306968058954
C7,Niche,PLCG2,0.46077240368735756,0.09327427022987647
C7,Niche,FOXJ1,0.3602409201409789,0.022022462343639276
C7,Niche,CD79A,0.3757633029676555,0.03302396953409817
C7,Niche,MMP9,0.37274697360388076,0.030886142529385346
C7,Niche,TIMP3,0.3714547295949746,0.0299702630594256
C8,RNA,TACSTD2,0.35249008634479845,0.032847439093798614
C8,RNA,S100A9,0.4195668141731443,0.0970246604284084
C8,RNA,CD28,0.3339573902590181,0.015115850551377763
C8,RNA,RESP18,0.6123999400897567,0.28152224406523807
C8,RNA,LAMP3,0.49057554137626574,0.16496391372749158
C8,RNA,BMPR1B,0.543086228636614,0.21520473655599748
C8,RNA,GZMK,0.3622462886843997,0.04218191287039852
C8,RNA,GZMA,0.3849271734163408,0.06388237749699055
C8,RNA,AGR3,0.43571349511154833,0.11247337341654218
C8,RNA,GFRA1,0.6997316133283027,0.36507885608863355
C8,RNA,MUCL1,0.41831309467104844,0.09582513509999008
C8,RNA,PPM1H,0.4259942838865009,0.10317429175018661
C8,RNA,POSTN,0.35107689226178546,0.03149533274647681
C8,RNA,DHRS2,1.0,0.6523676272482826
C8,RNA,IGHD,0.3486691158727759,0.02919163661751306
C8,RNA,CD79B,0.3668772813896925,0.04661272298097979
C8,RNA,CD22,0.35486563930821075,0.03512030470995009
C8,RNA,WFDC2,0.4778249280252214,0.15276446748622458
C8,RNA,TFF3,0.5181239147077304,0.19132146141864093
C8,RNA,APOBEC3A,0.5193053654850132,0.19245184196170567
C8,Protein,AREG,0.27595516811066023,0.06385844257303658
C8,Protein,BMPR1B,0.32292607702066956,0.12458868728182915
C8,Protein,CCL21,0.28673838736576746,0.07780042409538429
C8,Protein,CD79B,0.2513330438225057,0.03202368212301504
C8,Protein,CXCL10,0.29271151948511404,0.08552328455739605
C8,Protein,CXCL13,0.4367914079239032,0.27180894701428326
C8,Protein,DCN,0.3404821102206876,0.14728746439928836
C8,Protein,DHRS2,1.0,1.0
C8,Protein,G0S2,0.29813255421008167,0.09253232000214107
C8,Protein,GFRA1,0.32664921269716846,0.12940245277976764
C8,Protein,GZMA,0.3796423668806059,0.19791905797505527
C8,Protein,HSPB8,0.2725446757633005,0.05944890399609659
C8,Protein,LAMP3,0.2781835602284834,0.06673960458933531
C8,Protein,LTF,0.5863045775903603,0.4651194788250962
C8,Protein,NLRC5,0.2631522108787308,0.04730507488792479
C8,Protein,POSTN,0.47060183780235704,0.31552357225523575
C8,Protein,PYDC1,0.3516318162471085,0.16170328881335133
C8,Protein,SFRP4,0.4655610135550796,0.3090061235369731
C8,Protein,SOCS3,0.2685332879077462,0.05426244770340655
C8,Protein,TACSTD2,0.29213495841650056,0.08477782964500452
C8,Niche,S100A8,0.592303109890527,0.03174118401385245
C8,Niche,RGS5,0.539017133299142,0.0016390225930278945
C8,Niche,IL1RN,0.5869358555837036,0.028709130068973965
C8,Niche,LAMP3,0.679178721746,0.08081870607298919
C8,Niche,AREG,0.7297195435747525,0.10937008252043168
C8,Niche,BMPR1B,0.7839266813636894,0.13999262368911997
C8,Niche,ANKRD50,0.5432797197522183,0.004047030734919965
C8,Niche,CD14,0.733173549728164,0.11132130979314941
C8,Niche,SFRP4,0.5633698470805848,0.015396287978357237
C8,Niche,INHBA,0.5377244190684922,0.0009087461688869758
C8,Niche,GIMAP2,0.5917679683187441,0.0314388733684019
C8,Niche,NUGGC,0.5787725033185349,0.02409751246636266
C8,Niche,CA2,0.6246774751171823,0.050030017780053226
C8,Niche,COL5A1,0.6945183072919213,0.08948430084612741
C8,Niche,GFRA1,0.6210340187975195,0.04797176686151894
C8,Niche,MUCL1,0.6637765372772189,0.07211774809547278
C8,Niche,ITGBL1,1.0,0.26205614457005366
C8,Niche,WFDC2,0.6585783732460608,0.06918121614527967
C8,Niche,MMP9,0.5361157828511167,0.0
C8,Niche,APOBEC3A,0.7573995016702798,0.12500696524292887
C9,RNA,LAMP3,0.5220751901049744,0.06871471919401018
C9,RNA,S100P,0.5085963636432483,0.054444785613367186
C9,RNA,FDCSP,0.9453889718282965,0.516873879497425
C9,RNA,AREG,0.4744031950723895,0.01824473171376384
C9,RNA,BMPR1B,0.5496135049540176,0.0978693288282051
C9,RNA,AEBP1,0.5783870008906324,0.12833161551646433
C9,RNA,ADCY1,0.5755994337153582,0.1253804388279226
C9,RNA,PEG10,0.7503707385266349,0.3104095226684941
C9,RNA,CA2,0.4820945714137347,0.026387534786893485
C9,RNA,SLC30A8,0.5451556361113153,0.09314981615570261
C9,RNA,SLC1A1,0.6423106413160107,0.19600709940916505
C9,RNA,MUC5B,0.48546576871254343,0.02995659635748682
C9,RNA,PTHLH,0.5364461595860884,0.08392915797080291
C9,RNA,MUCL1,1.0,0.5746901698839573
C9,RNA,DCN,0.48058155157964466,0.024785711913072217
C9,RNA,DHRS2,0.47526423794473044,0.01915631141495522
C9,RNA,SERPINA6,0.5899796299380483,0.14060464588757227
C9,RNA,FSIP1,0.6024489388561619,0.15380581073402677
C9,RNA,KRT19,0.5523481961778572,0.10076452613922993
C9,RNA,WFDC2,0.5216032672896461,0.06821509801044146
C9,Protein,AEBP1,0.4183908391467348,0.1463063824601516
C9,Protein,CCL19,0.507990394032774,0.2778217939925378
C9,Protein,CLU,0.7088722241802884,0.5726788007581562
C9,Protein,DCN,0.41653636790598636,0.14358436504932615
C9,Protein,FDCSP,0.6407094234550929,0.47262854046416347
C9,Protein,LTF,0.8835609474185355,0.8290892188229104
C9,Protein,MMP2,0.4447342238287007,0.18497355086306666
C9,Protein,MS4A1,0.3724190974096896,0.07882845200505151
C9,Protein,MUCL1,1.0,1.0
C9,Protein,NQO1,0.3921292399492854,0.10775925987294677
C9,Protein,PEG10,0.5238505004387324,0.3011014679103382
C9,Protein,PKIB,0.407177084557662,0.1298466851828508
C9,Protein,PPM1H,0.4374254703552708,0.17424566586330903
C9,Protein,PTGDS,0.4221081825464767,0.1517627482606967
C9,Protein,PYDC1,0.6754920527852261,0.5236829437628083
C9,Protein,REPS2,0.4147819162868996,0.14100915776184209
C9,Protein,SERPINA6,0.44145851206877723,0.18016541782361406
C9,Protein,SLC1A1,0.9973194271000198,0.996065419649329
C9,Protein,THRSP,0.4055586264094297,0.12747109091027398
C9,Protein,ZNF385B,0.4897232878569323,0.25100909398217264
C9,Niche,FDCSP,0.5147338024298165,0.007833346655769458
C9,Niche,BMPR1B,0.5101118592025238,0.003451480494202075
C9,Niche,SFRP2,0.744780917830418,0.22593115118690588
C9,Niche,DUSP1,0.6372357608159844,0.1239721999000819
C9,Niche,ELOVL2,0.657370039343308,0.14306064591245982
C9,Niche,ADCY1,0.656166876353113,0.1419199786791513
C9,Niche,PEG10,0.5981651169097821,0.08693099795881098
C9,Niche,FABP4,0.5608830151282231,0.0515854361042104
C9,Niche,CA2,0.5961213252003273,0.08499336668716984
C9,Niche,MTBP,0.5237248057468619,0.016357331321106505
C9,Niche,CCL19,0.5861058784581414,0.07549815114375613
C9,Niche,GFRA1,0.5201261926247773,0.012945640546732584
C9,Niche,CD163,0.6236625251719554,0.11110399727475684
C9,Niche,PTHLH,0.8228260501497329,0.2999223941700817
C9,Niche,MUCL1,1.0000000000000002,0.46789341791086425
C9,Niche,DCN,0.5064712763307266,0.0
C9,Niche,RNASE1,0.5353936942771733,0.027420104115921773
C9,Niche,FOS,0.5719478062154537,0.06207549001998469
C9,Niche,KLF2,0.5649256621904234,0.055418096414794005
C9,Niche,MMP9,0.7635774095746419,0.24375129892126923
