Cluster,Direction,Target,Source,Value
0,RNA -> Niche,Tff2,Sell,0.34069053623556084
0,RNA -> Niche,Tff2,Tagln,0.21010500834915294
0,RNA -> Niche,Tff2,Tff1,0.9335832543235217
0,RNA -> Niche,Tff2,Thbs3,0.11507079192955318
0,RNA -> Niche,Tff2,Xab2,0.10234086834355594
1,RNA -> Niche,Ambp,Akr1b7,0.49593119722945816
1,RNA -> Niche,Ambp,Ambp,0.7530876603273046
1,RNA -> Niche,Ambp,Apoa1,1.0
1,RNA -> Niche,Ambp,Clca1,0.5003492732935065
1,RNA -> Niche,Ambp,Degs2,0.2502457659768095
1,RNA -> Niche,Ambp,Dmbt1,0.5489242769940653
1,RNA -> Niche,Ambp,Fgb,0.36757652325024076
1,RNA -> Niche,Ambp,Gpa33,0.6350655527700696
1,RNA -> Niche,Ambp,Gsta1,0.6494805951871306
1,RNA -> Niche,Ambp,Kcne3,0.5682798068742035
1,RNA -> Niche,Ambp,Lypd8,0.4832182132444615
1,RNA -> Niche,Ambp,Oit1,0.4412444321229167
1,RNA -> Niche,Ambp,Phgr1,0.41023865525629194
1,RNA -> Niche,Ambp,Rbp2,0.21912389262353765
1,RNA -> Niche,Ambp,Slc44a4,0.3955872126876908
1,RNA -> Niche,Ambp,Sptssb,0.7394386923627957
1,RNA -> Niche,Ambp,Tff1,0.7841874436683279
1,RNA -> Niche,Ambp,Tff2,0.46133470872286675
1,RNA -> Niche,Ambp,Tff3,0.5524907915284432
1,RNA -> Niche,Ambp,Tmem54,0.37845640316226586
1,RNA -> Niche,Apoa1,Akr1b7,0.283610079008864
1,RNA -> Niche,Apoa1,Ambp,0.46943720099728115
1,RNA -> Niche,Apoa1,Apoa1,0.6289302448991706
1,RNA -> Niche,Apoa1,Clca1,0.9999999999999999
1,RNA -> Niche,Apoa1,Degs2,0.5025332497008941
1,RNA -> Niche,Apoa1,Dmbt1,0.6546734269410148
1,RNA -> Niche,Apoa1,Fgb,0.2549322112063758
1,RNA -> Niche,Apoa1,Gpa33,0.27807732373463345
1,RNA -> Niche,Apoa1,Gsta1,0.7204019610957085
1,RNA -> Niche,Apoa1,Kcne3,0.4259881146288095
1,RNA -> Niche,Apoa1,Lypd8,0.9238450779614412
1,RNA -> Niche,Apoa1,Oit1,0.35522403888382
1,RNA -> Niche,Apoa1,Phgr1,0.5952457871429598
1,RNA -> Niche,Apoa1,Rbp2,0.5149222592774592
1,RNA -> Niche,Apoa1,Slc44a4,0.19027016955565476
1,RNA -> Niche,Apoa1,Sptssb,0.5166618283570302
1,RNA -> Niche,Apoa1,Tff1,0.9216159282348444
1,RNA -> Niche,Apoa1,Tff2,0.7257675052271811
1,RNA -> Niche,Apoa1,Tff3,0.4794264826182444
1,RNA -> Niche,Apoa1,Tmem54,0.11079956564889967
1,RNA -> Niche,Arntl2,Akr1b7,0.01890844102972792
1,RNA -> Niche,Arntl2,Ambp,0.009725184408600145
1,RNA -> Niche,Arntl2,Apoa1,0.023710806414778223
1,RNA -> Niche,Arntl2,Clca1,0.04831323939974188
1,RNA -> Niche,Arntl2,Degs2,0.009405861188487788
1,RNA -> Niche,Arntl2,Dmbt1,0.017363066657999193
1,RNA -> Niche,Arntl2,Fgb,0.0010840592332232422
1,RNA -> Niche,Arntl2,Gpa33,0.01889938147612451
1,RNA -> Niche,Arntl2,Gsta1,0.022901885018734584
1,RNA -> Niche,Arntl2,Kcne3,0.0065909810070129355
1,RNA -> Niche,Arntl2,Lypd8,0.038700769739666484
1,RNA -> Niche,Arntl2,Oit1,0.00163795286448548
1,RNA -> Niche,Arntl2,Phgr1,0.016531591314121664
1,RNA -> Niche,Arntl2,Rbp2,0.003442961958847819
1,RNA -> Niche,Arntl2,Slc44a4,0.003353202108111636
1,RNA -> Niche,Arntl2,Sptssb,0.06211008007650824
1,RNA -> Niche,Arntl2,Tff1,0.017539006751587555
1,RNA -> Niche,Arntl2,Tff2,0.0414274880093316
1,RNA -> Niche,Arntl2,Tff3,0.013007611908939763
1,RNA -> Niche,Arntl2,Tmem54,0.021152815648507683
1,RNA -> Niche,C4bp,Akr1b7,0.6343718700739048
1,RNA -> Niche,C4bp,Ambp,0.681218715455991
1,RNA -> Niche,C4bp,Apoa1,0.8403043946508904
1,RNA -> Niche,C4bp,Clca1,0.7725317656011182
1,RNA -> Niche,C4bp,Degs2,0.6896632439139905
1,RNA -> Niche,C4bp,Dmbt1,1.0
1,RNA -> Niche,C4bp,Fgb,0.5593864221910375
1,RNA -> Niche,C4bp,Gpa33,0.6181616852071141
1,RNA -> Niche,C4bp,Gsta1,0.7423416934259326
1,RNA -> Niche,C4bp,Kcne3,0.8134403599739317
1,RNA -> Niche,C4bp,Lypd8,0.7306583870639427
1,RNA -> Niche,C4bp,Oit1,0.5906711842945
1,RNA -> Niche,C4bp,Phgr1,0.6632132506470637
1,RNA -> Niche,C4bp,Rbp2,0.43087028228337915
1,RNA -> Niche,C4bp,Slc44a4,0.47963294991915917
1,RNA -> Niche,C4bp,Sptssb,0.7075614471209815
1,RNA -> Niche,C4bp,Tff1,0.854928452253328
1,RNA -> Niche,C4bp,Tff2,0.6883839343763922
1,RNA -> Niche,C4bp,Tff3,0.75520469186552
1,RNA -> Niche,C4bp,Tmem54,0.47081122506379264
1,RNA -> Niche,Duoxa2,Akr1b7,0.6747635683159093
1,RNA -> Niche,Duoxa2,Ambp,0.5193667796521281
1,RNA -> Niche,Duoxa2,Apoa1,0.4939038740731186
1,RNA -> Niche,Duoxa2,Clca1,0.7568516966055364
1,RNA -> Niche,Duoxa2,Degs2,0.49852833535240776
1,RNA -> Niche,Duoxa2,Dmbt1,1.0
1,RNA -> Niche,Duoxa2,Fgb,0.3020096648730316
1,RNA -> Niche,Duoxa2,Gpa33,0.31380626863654404
1,RNA -> Niche,Duoxa2,Gsta1,0.5578336088371846
1,RNA -> Niche,Duoxa2,Kcne3,0.6510996671285917
1,RNA -> Niche,Duoxa2,Lypd8,0.7190322330141776
1,RNA -> Niche,Duoxa2,Oit1,0.7649725412472048
1,RNA -> Niche,Duoxa2,Phgr1,0.5150235398132745
1,RNA -> Niche,Duoxa2,Rbp2,0.4203297066837985
1,RNA -> Niche,Duoxa2,Slc44a4,0.4647927751303102
1,RNA -> Niche,Duoxa2,Sptssb,0.3784302206801698
1,RNA -> Niche,Duoxa2,Tff1,0.8181434104578422
1,RNA -> Niche,Duoxa2,Tff2,0.7076370938720391
1,RNA -> Niche,Duoxa2,Tff3,0.7408035880571409
1,RNA -> Niche,Duoxa2,Tmem54,0.27940732435985605
1,RNA -> Niche,Gm3336,Akr1b7,0.8084725356275237
1,RNA -> Niche,Gm3336,Ambp,0.5110071100383304
1,RNA -> Niche,Gm3336,Apoa1,0.6139913671695904
1,RNA -> Niche,Gm3336,Clca1,0.7917704824163672
1,RNA -> Niche,Gm3336,Degs2,0.5366171157565003
1,RNA -> Niche,Gm3336,Dmbt1,1.0
1,RNA -> Niche,Gm3336,Fgb,0.41087922573472624
1,RNA -> Niche,Gm3336,Gpa33,0.3696366093548621
1,RNA -> Niche,Gm3336,Gsta1,0.6463244117756923
1,RNA -> Niche,Gm3336,Kcne3,0.6427570850885055
1,RNA -> Niche,Gm3336,Lypd8,0.8455137807481498
1,RNA -> Niche,Gm3336,Oit1,0.6821109100271122
1,RNA -> Niche,Gm3336,Phgr1,0.5356291279586489
1,RNA -> Niche,Gm3336,Rbp2,0.5584797360255129
1,RNA -> Niche,Gm3336,Slc44a4,0.3884132349519398
1,RNA -> Niche,Gm3336,Sptssb,0.45974802314848906
1,RNA -> Niche,Gm3336,Tff1,0.7638984510827324
1,RNA -> Niche,Gm3336,Tff2,0.7903679564739788
1,RNA -> Niche,Gm3336,Tff3,0.7976396065232
1,RNA -> Niche,Gm3336,Tmem54,0.42530259105259716
1,RNA -> Niche,Kcne3,Akr1b7,0.1852172193233253
1,RNA -> Niche,Kcne3,Ambp,0.1777540486249029
1,RNA -> Niche,Kcne3,Apoa1,0.389573952334201
1,RNA -> Niche,Kcne3,Clca1,0.19369898969690622
1,RNA -> Niche,Kcne3,Degs2,0.11975565462420787
1,RNA -> Niche,Kcne3,Dmbt1,0.1326852691829423
1,RNA -> Niche,Kcne3,Fgb,0.07875101630460069
1,RNA -> Niche,Kcne3,Gpa33,0.16217954243887708
1,RNA -> Niche,Kcne3,Gsta1,0.22707120523087646
1,RNA -> Niche,Kcne3,Kcne3,0.1124775383955102
1,RNA -> Niche,Kcne3,Lypd8,0.3014196458947911
1,RNA -> Niche,Kcne3,Oit1,0.08531242604159235
1,RNA -> Niche,Kcne3,Phgr1,0.2175729385472942
1,RNA -> Niche,Kcne3,Rbp2,0.11377106347955772
1,RNA -> Niche,Kcne3,Slc44a4,0.1360381135958927
1,RNA -> Niche,Kcne3,Sptssb,0.15446196637477871
1,RNA -> Niche,Kcne3,Tff1,0.14690951208933423
1,RNA -> Niche,Kcne3,Tff2,0.45478534712080976
1,RNA -> Niche,Kcne3,Tff3,0.07793549446983611
1,RNA -> Niche,Kcne3,Tmem54,0.2969705002757399
1,RNA -> Niche,Lgals4,Akr1b7,0.2971182304322084
1,RNA -> Niche,Lgals4,Ambp,0.40163489041280354
1,RNA -> Niche,Lgals4,Apoa1,0.5552201238404005
1,RNA -> Niche,Lgals4,Clca1,1.0
1,RNA -> Niche,Lgals4,Degs2,0.55946867498289
1,RNA -> Niche,Lgals4,Dmbt1,0.7219929490884069
1,RNA -> Niche,Lgals4,Fgb,0.3196801792740253
1,RNA -> Niche,Lgals4,Gpa33,0.2665274396867455
1,RNA -> Niche,Lgals4,Gsta1,0.7473207034617093
1,RNA -> Niche,Lgals4,Kcne3,0.4173544789689472
1,RNA -> Niche,Lgals4,Lypd8,0.9001876627960442
1,RNA -> Niche,Lgals4,Oit1,0.307601622662861
1,RNA -> Niche,Lgals4,Phgr1,0.5040999245476104
1,RNA -> Niche,Lgals4,Rbp2,0.5491168339003626
1,RNA -> Niche,Lgals4,Slc44a4,0.22025100329789224
1,RNA -> Niche,Lgals4,Sptssb,0.4267942619751957
1,RNA -> Niche,Lgals4,Tff1,0.9383910114090147
1,RNA -> Niche,Lgals4,Tff2,0.7148101348507231
1,RNA -> Niche,Lgals4,Tff3,0.5036316357153331
1,RNA -> Niche,Lgals4,Tmem54,0.11924435716561506
1,RNA -> Niche,Oit1,Akr1b7,0.6535515710151668
1,RNA -> Niche,Oit1,Ambp,0.7267801673867093
1,RNA -> Niche,Oit1,Apoa1,0.8113640757613029
1,RNA -> Niche,Oit1,Clca1,0.6428905905841821
1,RNA -> Niche,Oit1,Degs2,0.5176111702189709
1,RNA -> Niche,Oit1,Dmbt1,0.878241238746844
1,RNA -> Niche,Oit1,Fgb,0.47030262303478615
1,RNA -> Niche,Oit1,Gpa33,0.6080531691730813
1,RNA -> Niche,Oit1,Gsta1,0.6443536300111964
1,RNA -> Niche,Oit1,Kcne3,0.6853864259498854
1,RNA -> Niche,Oit1,Lypd8,0.6609639595192486
1,RNA -> Niche,Oit1,Oit1,0.7978873806910516
1,RNA -> Niche,Oit1,Phgr1,0.6382498608558007
1,RNA -> Niche,Oit1,Rbp2,0.47458837858340247
1,RNA -> Niche,Oit1,Slc44a4,0.6724193609552034
1,RNA -> Niche,Oit1,Sptssb,0.6408703148518794
1,RNA -> Niche,Oit1,Tff1,0.8440692543700178
1,RNA -> Niche,Oit1,Tff2,0.6339262046202379
1,RNA -> Niche,Oit1,Tff3,0.7791744485588775
1,RNA -> Niche,Oit1,Tmem54,0.3473128686518989
1,RNA -> Niche,Pigr,Akr1b7,0.12331262065117814
1,RNA -> Niche,Pigr,Ambp,0.2927552645556652
1,RNA -> Niche,Pigr,Apoa1,0.2562911754879327
1,RNA -> Niche,Pigr,Clca1,0.25270006637193343
1,RNA -> Niche,Pigr,Degs2,0.07778259078230675
1,RNA -> Niche,Pigr,Dmbt1,0.18476638778744797
1,RNA -> Niche,Pigr,Fgb,0.05377181019327326
1,RNA -> Niche,Pigr,Gpa33,0.31191503807995513
1,RNA -> Niche,Pigr,Gsta1,0.15438304855963902
1,RNA -> Niche,Pigr,Kcne3,0.1489753607503212
1,RNA -> Niche,Pigr,Lypd8,0.2206272345058475
1,RNA -> Niche,Pigr,Oit1,0.10081368273364863
1,RNA -> Niche,Pigr,Phgr1,0.3023203267806074
1,RNA -> Niche,Pigr,Rbp2,0.12055612017040802
1,RNA -> Niche,Pigr,Slc44a4,0.08885372009604695
1,RNA -> Niche,Pigr,Sptssb,0.17727316707045201
1,RNA -> Niche,Pigr,Tff1,0.25674573709483056
1,RNA -> Niche,Pigr,Tff2,0.408270182836345
1,RNA -> Niche,Pigr,Tff3,0.09210821547109273
1,RNA -> Niche,Pigr,Tmem54,0.15436710986100238
1,RNA -> Niche,Sema4g,Akr1b7,0.17477308541816616
1,RNA -> Niche,Sema4g,Ambp,0.3892149658139669
1,RNA -> Niche,Sema4g,Apoa1,0.8167253713454113
1,RNA -> Niche,Sema4g,Clca1,1.0
1,RNA -> Niche,Sema4g,Degs2,0.5038694655320243
1,RNA -> Niche,Sema4g,Dmbt1,0.6608365525524521
1,RNA -> Niche,Sema4g,Fgb,0.32544453180612604
1,RNA -> Niche,Sema4g,Gpa33,0.37098603239551015
1,RNA -> Niche,Sema4g,Gsta1,0.8372219914279432
1,RNA -> Niche,Sema4g,Kcne3,0.47922589989683323
1,RNA -> Niche,Sema4g,Lypd8,0.7139319762251424
1,RNA -> Niche,Sema4g,Oit1,0.259546685967195
1,RNA -> Niche,Sema4g,Phgr1,0.49881826613536184
1,RNA -> Niche,Sema4g,Rbp2,0.611973232788795
1,RNA -> Niche,Sema4g,Slc44a4,0.22568903626294723
1,RNA -> Niche,Sema4g,Sptssb,0.5562048536632624
1,RNA -> Niche,Sema4g,Tff1,0.7140801707491113
1,RNA -> Niche,Sema4g,Tff2,0.5478248490075991
1,RNA -> Niche,Sema4g,Tff3,0.3905155135753973
1,RNA -> Niche,Sema4g,Tmem54,0.14986625843271517
1,RNA -> Niche,Slc44a4,Akr1b7,0.2563024087888012
1,RNA -> Niche,Slc44a4,Ambp,0.4313565769076576
1,RNA -> Niche,Slc44a4,Apoa1,0.3211750577337883
1,RNA -> Niche,Slc44a4,Clca1,0.19309543323978728
1,RNA -> Niche,Slc44a4,Degs2,0.3077995371985411
1,RNA -> Niche,Slc44a4,Dmbt1,0.4823625716600589
1,RNA -> Niche,Slc44a4,Fgb,0.09122727351276196
1,RNA -> Niche,Slc44a4,Gpa33,0.3453981355148872
1,RNA -> Niche,Slc44a4,Gsta1,0.36171474514369584
1,RNA -> Niche,Slc44a4,Kcne3,0.3852858126625619
1,RNA -> Niche,Slc44a4,Lypd8,0.2895053517941692
1,RNA -> Niche,Slc44a4,Oit1,0.1760458777611273
1,RNA -> Niche,Slc44a4,Phgr1,0.26017246743188993
1,RNA -> Niche,Slc44a4,Rbp2,0.11715430285295954
1,RNA -> Niche,Slc44a4,Slc44a4,0.19005591891584475
1,RNA -> Niche,Slc44a4,Sptssb,0.15111492345720556
1,RNA -> Niche,Slc44a4,Tff1,0.26133109576130803
1,RNA -> Niche,Slc44a4,Tff2,0.5238469158220052
1,RNA -> Niche,Slc44a4,Tff3,0.10596329399789256
1,RNA -> Niche,Slc44a4,Tmem54,0.10482795541568458
1,RNA -> Niche,Tff1,Akr1b7,0.2756004771626319
1,RNA -> Niche,Tff1,Ambp,0.4872217061270762
1,RNA -> Niche,Tff1,Apoa1,0.7073830122920888
1,RNA -> Niche,Tff1,Clca1,1.0000000000000002
1,RNA -> Niche,Tff1,Degs2,0.512713709571946
1,RNA -> Niche,Tff1,Dmbt1,0.719666074581873
1,RNA -> Niche,Tff1,Fgb,0.2960538862212787
1,RNA -> Niche,Tff1,Gpa33,0.3183753580593322
1,RNA -> Niche,Tff1,Gsta1,0.772623757137747
1,RNA -> Niche,Tff1,Kcne3,0.4644069439800506
1,RNA -> Niche,Tff1,Lypd8,0.8384721741770532
1,RNA -> Niche,Tff1,Oit1,0.35228287978223005
1,RNA -> Niche,Tff1,Phgr1,0.5892646505242718
1,RNA -> Niche,Tff1,Rbp2,0.554036635494368
1,RNA -> Niche,Tff1,Slc44a4,0.22582971380205602
1,RNA -> Niche,Tff1,Sptssb,0.5542004064823326
1,RNA -> Niche,Tff1,Tff1,0.9011698837275531
1,RNA -> Niche,Tff1,Tff2,0.7009744435692509
1,RNA -> Niche,Tff1,Tff3,0.4936951883728467
1,RNA -> Niche,Tff1,Tmem54,0.10825689431607885
1,RNA -> Niche,Tff2,Akr1b7,0.400588654320715
1,RNA -> Niche,Tff2,Ambp,0.49201505519848826
1,RNA -> Niche,Tff2,Apoa1,0.6507278222727539
1,RNA -> Niche,Tff2,Clca1,1.0
1,RNA -> Niche,Tff2,Degs2,0.6542990861444813
1,RNA -> Niche,Tff2,Dmbt1,0.7573941259185832
1,RNA -> Niche,Tff2,Fgb,0.41248697200129475
1,RNA -> Niche,Tff2,Gpa33,0.3899160280145953
1,RNA -> Niche,Tff2,Gsta1,0.8288063434541942
1,RNA -> Niche,Tff2,Kcne3,0.4646931737865718
1,RNA -> Niche,Tff2,Lypd8,0.8878252515569665
1,RNA -> Niche,Tff2,Oit1,0.3948995437363045
1,RNA -> Niche,Tff2,Phgr1,0.6051990701269967
1,RNA -> Niche,Tff2,Rbp2,0.5845351299022478
1,RNA -> Niche,Tff2,Slc44a4,0.3176515351252823
1,RNA -> Niche,Tff2,Sptssb,0.4964278720252948
1,RNA -> Niche,Tff2,Tff1,0.9335832543235217
1,RNA -> Niche,Tff2,Tff2,0.7379947535991166
1,RNA -> Niche,Tff2,Tff3,0.5404087032767597
1,RNA -> Niche,Tff2,Tmem54,0.13728459060594236
1,RNA -> Niche,Tff3,Akr1b7,0.6123981070257576
1,RNA -> Niche,Tff3,Ambp,0.4482930800380572
1,RNA -> Niche,Tff3,Apoa1,0.5455163083985531
1,RNA -> Niche,Tff3,Clca1,1.0000000000000002
1,RNA -> Niche,Tff3,Degs2,0.6279180391948309
1,RNA -> Niche,Tff3,Dmbt1,0.8172055348460918
1,RNA -> Niche,Tff3,Fgb,0.3654003715906457
1,RNA -> Niche,Tff3,Gpa33,0.26276249588757467
1,RNA -> Niche,Tff3,Gsta1,0.7180807955348342
1,RNA -> Niche,Tff3,Kcne3,0.435684144974883
1,RNA -> Niche,Tff3,Lypd8,0.9879759355315431
1,RNA -> Niche,Tff3,Oit1,0.46468816860904427
1,RNA -> Niche,Tff3,Phgr1,0.5501972213408802
1,RNA -> Niche,Tff3,Rbp2,0.6286227493031662
1,RNA -> Niche,Tff3,Slc44a4,0.2818179932282802
1,RNA -> Niche,Tff3,Sptssb,0.42565500019134117
1,RNA -> Niche,Tff3,Tff1,0.9056835294226004
1,RNA -> Niche,Tff3,Tff2,0.8411452319516548
1,RNA -> Niche,Tff3,Tff3,0.6395032426199757
1,RNA -> Niche,Tff3,Tmem54,0.19155975207903414
1,RNA -> Niche,Timp1,Akr1b7,0.32626692787755185
1,RNA -> Niche,Timp1,Ambp,0.11289993494986432
1,RNA -> Niche,Timp1,Apoa1,0.22109291174550355
1,RNA -> Niche,Timp1,Clca1,0.20258814157462102
1,RNA -> Niche,Timp1,Degs2,0.2138441095083459
1,RNA -> Niche,Timp1,Dmbt1,0.2095551744795755
1,RNA -> Niche,Timp1,Fgb,0.1432390749767428
1,RNA -> Niche,Timp1,Gpa33,0.10138672991082093
1,RNA -> Niche,Timp1,Gsta1,0.1488607091039258
1,RNA -> Niche,Timp1,Kcne3,0.08625091890419953
1,RNA -> Niche,Timp1,Lypd8,0.15718830415046764
1,RNA -> Niche,Timp1,Oit1,0.23135693053229073
1,RNA -> Niche,Timp1,Phgr1,0.17372200330823537
1,RNA -> Niche,Timp1,Rbp2,0.11262359561389174
1,RNA -> Niche,Timp1,Slc44a4,0.21929085550206187
1,RNA -> Niche,Timp1,Sptssb,0.11054435539706856
1,RNA -> Niche,Timp1,Tff1,0.14648706750093135
1,RNA -> Niche,Timp1,Tff2,0.27221972885255347
1,RNA -> Niche,Timp1,Tff3,0.187810809007397
1,RNA -> Niche,Timp1,Tmem54,0.2372983835134176
1,RNA -> Niche,Tmem54,Akr1b7,0.6402321642184505
1,RNA -> Niche,Tmem54,Ambp,0.4978398598732817
1,RNA -> Niche,Tmem54,Apoa1,0.6699601975515843
1,RNA -> Niche,Tmem54,Clca1,0.8652046542733177
1,RNA -> Niche,Tmem54,Degs2,0.6325796871537727
1,RNA -> Niche,Tmem54,Dmbt1,1.0
1,RNA -> Niche,Tmem54,Fgb,0.3657354626406118
1,RNA -> Niche,Tmem54,Gpa33,0.4778744267602184
1,RNA -> Niche,Tmem54,Gsta1,0.6621773465807234
1,RNA -> Niche,Tmem54,Kcne3,0.6878796385883531
1,RNA -> Niche,Tmem54,Lypd8,0.8645023346822226
1,RNA -> Niche,Tmem54,Oit1,0.7006390313775227
1,RNA -> Niche,Tmem54,Phgr1,0.6139462928905246
1,RNA -> Niche,Tmem54,Rbp2,0.6898741975087713
1,RNA -> Niche,Tmem54,Slc44a4,0.5916493930525749
1,RNA -> Niche,Tmem54,Sptssb,0.5721242972565402
1,RNA -> Niche,Tmem54,Tff1,0.8907392025352149
1,RNA -> Niche,Tmem54,Tff2,0.6859865470409272
1,RNA -> Niche,Tmem54,Tff3,0.8477006657383872
1,RNA -> Niche,Tmem54,Tmem54,0.34260607161337714
1,RNA -> Niche,Ttr,Akr1b7,0.3753132432279898
1,RNA -> Niche,Ttr,Ambp,0.5982038574860814
1,RNA -> Niche,Ttr,Apoa1,1.0
1,RNA -> Niche,Ttr,Clca1,0.7598354656733767
1,RNA -> Niche,Ttr,Degs2,0.31778376533820535
1,RNA -> Niche,Ttr,Dmbt1,0.5886149312341294
1,RNA -> Niche,Ttr,Fgb,0.2999421707022825
1,RNA -> Niche,Ttr,Gpa33,0.4830652896980175
1,RNA -> Niche,Ttr,Gsta1,0.6402774375585054
1,RNA -> Niche,Ttr,Kcne3,0.6151102933523436
1,RNA -> Niche,Ttr,Lypd8,0.5622562512161885
1,RNA -> Niche,Ttr,Oit1,0.3182766287478965
1,RNA -> Niche,Ttr,Phgr1,0.49600235529952064
1,RNA -> Niche,Ttr,Rbp2,0.43776456493303945
1,RNA -> Niche,Ttr,Slc44a4,0.2978295210534373
1,RNA -> Niche,Ttr,Sptssb,0.6654643486311124
1,RNA -> Niche,Ttr,Tff1,0.7349137814985778
1,RNA -> Niche,Ttr,Tff2,0.48835249728120755
1,RNA -> Niche,Ttr,Tff3,0.5670512044217325
1,RNA -> Niche,Ttr,Tmem54,0.2319022496620367
1,RNA -> Niche,Vnn1,Akr1b7,0.5692699167057302
1,RNA -> Niche,Vnn1,Ambp,0.74676220745344
1,RNA -> Niche,Vnn1,Apoa1,1.0000000000000002
1,RNA -> Niche,Vnn1,Clca1,0.6872652105146454
1,RNA -> Niche,Vnn1,Degs2,0.44136683099482327
1,RNA -> Niche,Vnn1,Dmbt1,0.8811331671463759
1,RNA -> Niche,Vnn1,Fgb,0.42436260176296864
1,RNA -> Niche,Vnn1,Gpa33,0.5428965019997373
1,RNA -> Niche,Vnn1,Gsta1,0.8040460029817988
1,RNA -> Niche,Vnn1,Kcne3,0.7040697258924852
1,RNA -> Niche,Vnn1,Lypd8,0.6730559930829982
1,RNA -> Niche,Vnn1,Oit1,0.8114481062211685
1,RNA -> Niche,Vnn1,Phgr1,0.6178493909430383
1,RNA -> Niche,Vnn1,Rbp2,0.4635225751544025
1,RNA -> Niche,Vnn1,Slc44a4,0.5853392782138652
1,RNA -> Niche,Vnn1,Sptssb,0.6739626685061735
1,RNA -> Niche,Vnn1,Tff1,0.907263087612031
1,RNA -> Niche,Vnn1,Tff2,0.7269369854278271
1,RNA -> Niche,Vnn1,Tff3,0.8016479769427953
1,RNA -> Niche,Vnn1,Tmem54,0.3072159021258332
1,RNA -> Niche,Vtcn1,Akr1b7,0.5357479478298064
1,RNA -> Niche,Vtcn1,Ambp,0.620878075567921
1,RNA -> Niche,Vtcn1,Apoa1,0.761652493207223
1,RNA -> Niche,Vtcn1,Clca1,0.7960631616649069
1,RNA -> Niche,Vtcn1,Degs2,0.5828766134128843
1,RNA -> Niche,Vtcn1,Dmbt1,0.9999999999999999
1,RNA -> Niche,Vtcn1,Fgb,0.3708246200024072
1,RNA -> Niche,Vtcn1,Gpa33,0.49238077950514836
1,RNA -> Niche,Vtcn1,Gsta1,0.7646604248789164
1,RNA -> Niche,Vtcn1,Kcne3,0.7947164523235437
1,RNA -> Niche,Vtcn1,Lypd8,0.7422961106569251
1,RNA -> Niche,Vtcn1,Oit1,0.6653086951472797
1,RNA -> Niche,Vtcn1,Phgr1,0.6034599207637342
1,RNA -> Niche,Vtcn1,Rbp2,0.4401854554054682
1,RNA -> Niche,Vtcn1,Slc44a4,0.4291505824657937
1,RNA -> Niche,Vtcn1,Sptssb,0.6082029159142169
1,RNA -> Niche,Vtcn1,Tff1,0.9135072764710063
1,RNA -> Niche,Vtcn1,Tff2,0.7463691305217766
1,RNA -> Niche,Vtcn1,Tff3,0.7235416361732454
1,RNA -> Niche,Vtcn1,Tmem54,0.3054324116231554
